Name,Address,Rating,Enrollment,Grade span
Wolf Canyon Elementary School,"1950 Wolf Canyon Loop, Chula Vista",91,854,KG-06
Wonderland Avenue Elementary School,"8510 Wonderland Ave., Los Angeles",99,521,KG-05
Woodbine Elementary School,"2500 52nd Ave., Sacramento",9,317,KG-06
Woodbridge High School,"2 Meadowbrook, Irvine",94,"2,447",09-12
Woodbury Elementary School,"125 Great Lawn, Irvine",94,"1,110",KG-06
Woodcreek High School,"2551 Woodcreek Oaks Blvd., Roseville",86,"2,221",09-12
Woodland Hills Elementary Charter For Enriched Studies School,"22201 San Miguel St., Los Angeles",98,712,KG-05
Woods (Harold L.) Elementary School,"700 Teague Ave., Clovis",90,746,KG-06
Woodsboro Elementary School,"7575 E. Woodsboro Ave., Anaheim",90,553,KG-06
Woodside Elementary School,"3195 Woodside Rd., Woodside",98,409,KG-08
Yerba Buena Elementary School,"6098 Reyes Adobe Rd., Agoura Hills",93,429,KG-05
Yorba Linda High School,"19900 Bastanchury Rd., Yorba Linda",90,"1,791",09-12
Yorba Linda Middle School,"4777 Casa Loma Ave., Yorba Linda",90,944,06-08
Youthbuild Charter Of California School,"155 W. Washington Blvd., Los Angeles",9,"1,370",09-12
Ysabel Barnett Elementary School,"39925 Harveston Dr., Temecula",86,924,KG-05
Yu (Alice Fong) Elementary School,"1541 12th Ave., San Francisco",97,587,KG-08
Yu Ming Charter School,"1086 Alcatraz Ave., Oakland",98,307,KG-08
Yucca Elementary School,"38440 Second St. E., Palmdale",9,782,KG-06
A. E. Arnold Elementary School,"9281 Denni St., Cypress",84,728,KG-06
A. J. Cook Elementary School,"9802 Woodbury Ave., Garden Grove",94,355,KG-06
