school_name,address,city,school_district,telephone,students,classroom_teachers,free_lunch_students,reduce_price_lunch
Ethan B. Allen Elementary School,"16200 Bushard St.Fountain Valley, CA 92708","Fountain Valley, CA 92708",Garden Grove Unified,(714) 663-6228(make sure to verify first before calling),99,821,No,173
Ethel Dwyer Middle School,"1502 Palm Ave.Huntington Beach, CA 92648","Huntington Beach, CA 92648",Huntington Beach City Elementary,(714) 536-7507(make sure to verify first before calling),"1,284",46.7,222,56
Ethel Phillips Elementary School,"2930 21st Ave.Sacramento, CA 95820","Sacramento, CA 95820",Sacramento City Unified,(916) 277-6277(make sure to verify first before calling),565,19.5,429,9
Etna Union High School,"400 Howell Ave.Etna, CA 96027","Etna, CA 96027",Scott Valley Unified,(530) 467-3244(make sure to verify first before calling),182,13.0,66,23
Evergreen Elementary School,"2600 Rose Marie Dr.Bakersfield, CA 93304","Bakersfield, CA 93304",Bakersfield City,(661) 631-5930(make sure to verify first before calling),19,655,No,536
Evergreen Valley High School,"3300 Quimby Rd.San Jose, CA 95148","San Jose, CA 95148",East Side Union High,(408) 347-7000(make sure to verify first before calling),94,"2,809",No,359
Excelsior Elementary School,"10421 Woodbury Rd.Garden Grove, CA 92843","Garden Grove, CA 92843",Garden Grove Unified,(714) 663-6106(make sure to verify first before calling),83,513,No,314
Fair Oaks Elementary School,"2950 Fair Oaks Ave.Redwood City, CA 94063","Redwood City, CA 94063",Redwood City Elementary,(650) 482-2403(make sure to verify first before calling),351,15.0,277,52
Fairburn Avenue Elementary School,"1403 Fairburn Ave.Los Angeles, CA 90024","Los Angeles, CA 90024",Los Angeles Unified,(310) 470-1344(make sure to verify first before calling),454,19.0,31,5
Fairlands Elementary School,"4151 W. Las Positas Blvd.Pleasanton, CA 94588","Pleasanton, CA 94588",Pleasanton Unified,(925) 426-4210(make sure to verify first before calling),97,785,No,44
Fairmeadow Elementary School,"500 E. Meadow Dr.Palo Alto, CA 94306","Palo Alto, CA 94306",Palo Alto Unified,(650) 856-0845(make sure to verify first before calling),514,24.5,32,6
Fairmont Elementary School,"724 Kearney St.EL CERRITO, CA 94530","EL CERRITO, CA 94530",West Contra Costa Unified,(510) 231-1448(make sure to verify first before calling),556,22.8,282,38
Fallbrook Home Academy School,"400 W. Elder St.Fallbrook, CA 92028","Fallbrook, CA 92028",Fallbrook Union Elementary,(760) 731-5440(make sure to verify first before calling),41,2.0,5,3
Fallsvale School,"40600 Valley of the Falls Dr.Forest Falls, CA 92339",Inland Leaders Charter,Bear Valley Unified,(909) 794-8630(make sure to verify first before calling),66,3.0,34,3
Farragut Elementary School,"10820 Farragut Dr.Culver City, CA 90230","Culver City, CA 90230",Culver City Unified,(310) 842-4323(make sure to verify first before calling),569,24.0,62,15
Feinstein (Dianne) Elementary School,"2550 25th Ave.San Francisco, CA 94116","San Francisco, CA 94116",San Francisco Unified,(415) 615-8460(make sure to verify first before calling),512,23.0,113,25
Fiddyment Farm School,"4001 Brick Mason Cir.Roseville, CA 95747","Roseville, CA 95747",Roseville City Elementary,(916) 771-1880(make sure to verify first before calling),82,527,No,59
Field (Eugene) Elementary School,"3600 Sierra Madre Blvd.Pasadena, CA 91107","Pasadena, CA 91107",Pasadena Unified,(626) 396-5860(make sure to verify first before calling),81,502,No,106
Fieldbrook Elementary School,"4070 Fieldbrook Rd.McKinleyville, CA 95519","McKinleyville, CA 95519",Fieldbrook Elementary,(707) 839-3201(make sure to verify first before calling),147,7.6,35,15
First Avenue Middle School,"301 S. First Ave.Arcadia, CA 91006","Arcadia, CA 91006",Arcadia Unified,(626) 821-8362(make sure to verify first before calling),754,29.4,132,48
Fletcher Hills Elementary School,"2330 Center Pl.EL CAJON, CA 92020","EL CAJON, CA 92020",La Mesa-Spring Valley,(619) 668-5820(make sure to verify first before calling),672,24.0,139,35
Flora Vista Elementary School,"1690 Wandering Rd.Encinitas, CA 92024","Encinitas, CA 92024",Encinitas Union Elementary,(760) 944-4329(make sure to verify first before calling),94,438,No,16
Floyd M. Stork Elementary School,"5646 Jasper St.Rancho Cucamonga, CA 91701","Rancho Cucamonga, CA 91701",Alta Loma Elementary,(909) 484-5060(make sure to verify first before calling),753,26.0,128,34
Folsom High School,"1655 Iron Point Rd.Folsom, CA 95630","Folsom, CA 95630",Folsom-Cordova Unified,(916) 294-2400(make sure to verify first before calling),92,"2,300",No,237
Folsom Hills Elementary School,"106 Manseau Dr.Folsom, CA 95630","Folsom, CA 95630",Folsom-Cordova Unified,(916) 294-9135(make sure to verify first before calling),86,610,No,20
Folsom Middle School,"500 Blue Ravine Rd.Folsom, CA 95630","Folsom, CA 95630",Folsom-Cordova Unified,(916) 294-9040(make sure to verify first before calling),86,"1,467",No,89
Foothill Elementary School,"1200 Jensen Dr.Pittsburg, CA 94565","Pittsburg, CA 94565",Pittsburg Unified,(925) 473-2450(make sure to verify first before calling),30,536,No,313
Foothill High School,"501 Park Dr.Bakersfield, CA 93306","Bakersfield, CA 93306",Kern High,(661) 366-4491(make sure to verify first before calling),35,"1,996",No,"1,496"
Foothill Middle School,"151 N. Fenimore Ave.Azusa, CA 91702","Azusa, CA 91702",Azusa Unified,(626) 815-6600(make sure to verify first before calling),555,27.8,379,56
Foothill Ranch Elementary School,"1 Torino Dr.Foothill Ranch, CA 92691","Foothill Ranch, CA 92691",Saddleback Valley Unified,(949) 470-4885(make sure to verify first before calling),"1,154",40.0,114,23
Foothill Technology High School,"100 Day Rd.Ventura, CA 93003","Ventura, CA 93003",Ventura Unified,(805) 289-0023(make sure to verify first before calling),89,"1,023",No,134
Foothills Middle School,"171 E. Sycamore Ave.Arcadia, CA 91006","Arcadia, CA 91006",Arcadia Unified,(626) 821-8363(make sure to verify first before calling),770,31.8,90,48
Forest Hill Elementary School,"4450 McCoy Ave.San Jose, CA 95130","San Jose, CA 95130",Campbell Union,(408) 364-4279(make sure to verify first before calling),97,631,No,45
Forest Park Elementary School,"34400 Maybird Cir.Fremont, CA 94555","Fremont, CA 94555",Fremont Unified,(510) 713-0141(make sure to verify first before calling),"1,022",36.0,37,12
Fort Washington Elementary School,"960 E. Teague Ave.Fresno, CA 93720","Fresno, CA 93720",Clovis Unified,(559) 327-6600(make sure to verify first before calling),656,23.0,182,72
Foster City Elementary School,"461 Beach Park Blvd.Foster City, CA 94404","Foster City, CA 94404",San Mateo-Foster City,(650) 312-7522(make sure to verify first before calling),94,897,No,13
Fountain Valley High School,"17816 BushardFountain Valley, CA 92708","Fountain Valley, CA 92708",Huntington Beach Union High,(714) 962-3301(make sure to verify first before calling),93,"3,558",No,758
Fox Elementary School,"3100 Saint James Rd.Belmont, CA 94002","Belmont, CA 94002",Belmont-Redwood Shores Elementary,(650) 637-4850(make sure to verify first before calling),495,19.0,15,3
Frances Ellen Watkins Harper Junior High School,"4000 E. Covell Blvd.Davis, CA 95618","Davis, CA 95618",Davis Joint Unified,(530) 757-5330(make sure to verify first before calling),80,622,No,151
Francis Hopkinson Elementary School,"12582 Kensington Rd.Los Alamitos, CA 90720","Los Alamitos, CA 90720",Los Alamitos Unified,(562) 799-4500(make sure to verify first before calling),702,27.0,39,8
Francisco Bravo Medical Magnet High School,"1200 N. Cornwell St.Los Angeles, CA 90033","Los Angeles, CA 90033",Los Angeles Unified,(323) 227-4400(make sure to verify first before calling),"1,847",70.3,"1,197",296
Francophone Charter Of Oakland School,"9736 Lawlor St.Oakland, CA 94605","Oakland, CA 94605",Oakland Unified,(510) 394-4110(make sure to verify first before calling),84,113,No,23
Frank L. Huff Elementary School,"253 Martens Ave.Mountain View, CA 94040","Mountain View, CA 94040",Mountain View Whisman,(650) 526-3490(make sure to verify first before calling),572,22.0,36,4
Frank Otis Elementary School,"3010 Fillmore St.Alameda, CA 94501","Alameda, CA 94501",Alameda Unified,(510) 748-4013(make sure to verify first before calling),593,23.0,79,22
Frank Vessels Elementary School,"5900 Cathy AveCypress, CA 90630","Cypress, CA 90630",Cypress Elementary,(714) 220-6990(make sure to verify first before calling),682,26.0,172,36
Franklin Avenue Elementary School,"1910 N. Commonwealth Ave.Los Angeles, CA 90027","Los Angeles, CA 90027",Los Angeles Unified,(323) 663-0320(make sure to verify first before calling),506,20.0,134,28
Franklin Elementary School,"1433 San Antonio Ave.Alameda, CA 94501","Alameda, CA 94501",Alameda Unified,(510) 748-4004(make sure to verify first before calling),339,13.0,38,8
Franklin High School,"6400 Whitelock Pkwy.Elk Grove, CA 95757","Elk Grove, CA 95757",Elk Grove Unified,(916) 714-8150(make sure to verify first before calling),"2,673",116.1,621,358
Fred E. Weibel Elementary School,"45135 S. Grimmer Blvd.Fremont, CA 94539","Fremont, CA 94539",Fremont Unified,(510) 651-6958(make sure to verify first before calling),880,30.0,46,7
Fred T. Korematsu Discovery Academy School,"10315 E St.Oakland, CA 94603","Oakland, CA 94603",Oakland Unified,(510) 639-3377(make sure to verify first before calling),413,17.1,364,12
Fred T. Korematsu Elementary At Mace Ranch School,"3100 Loyola Dr.Davis, CA 95616","Davis, CA 95616",Davis Joint Unified,(530) 757-5358(make sure to verify first before calling),87,520,No,80
Frederick Joyce Elementary School,"6050 Watt Ave.North Highlands, CA 95660","North Highlands, CA 95660",Twin Rivers Unified,(916) 566-1880(make sure to verify first before calling),538,20.1,477,31
Frederiksen Elementary School,"7243 Tamarack Dr.Dublin, CA 94568","Dublin, CA 94568",Dublin Unified,(925) 828-1037(make sure to verify first before calling),82,769,No,111
Freedom Elementary School,"2955 Gettysburg Ave.Clovis, CA 93611","Clovis, CA 93611",Clovis Unified,(559) 327-4800(make sure to verify first before calling),712,26.0,182,55
Fremont Elementary School,"2001 S. Elm St.Alhambra, CA 91803","Alhambra, CA 91803",Alhambra Unified,(626) 943-3360(make sure to verify first before calling),43,567,No,325
French Valley Elementary School,"36680 Cady Rd.Winchester, CA 92596","Winchester, CA 92596",Temecula Valley Unified,(951) 926-3643(make sure to verify first before calling),918,37.0,163,70
Freshwater Charter Middle School,"75 Greenwood Heights Dr.Eureka, CA 95503","Eureka, CA 95503",Freshwater Elementary,(707) 442-2969(make sure to verify first before calling),86,47,No,11
Fresno County Court School,"3333 American Ave.Fresno, CA 93725","Fresno, CA 93725",Fresno County Office of Education,(559) 495-3778(make sure to verify first before calling),9,235,No,232
Fuerte Elementary School,"11625 Fuerte Dr.EL CAJON, CA 92020","EL CAJON, CA 92020",Cajon Valley Union,(619) 588-3134(make sure to verify first before calling),637,24.0,165,13
Fulton (Harry C.) Middle School,"8778 El Lago St.Fountain Valley, CA 92708","Fountain Valley, CA 92708",Fountain Valley Elementary,(714) 375-2816(make sure to verify first before calling),820,31.0,100,39
Fulton And Alsbury Academy Of Arts And Engineering School,"831 E. Ave. K-2Lancaster, CA 93535",http://www.fultonandalsbury.org,Lancaster Elementary,(661) 206-0120(make sure to verify first before calling),90,Lancaster Elementary,No,
Gabrielino High School,"1327 S. San Gabriel Blvd.San Gabriel, CA 91776","San Gabriel, CA 91776",San Gabriel Unified,(626) 573-2415(make sure to verify first before calling),88,"1,813",No,731
Gabriella Charter School,"1435 Logan St.Los Angeles, CA 90026","Los Angeles, CA 90026",Los Angeles Unified,(213) 413-5741(make sure to verify first before calling),82,433,No,292
Gale Ranch Middle School,"6400 Main Branch Rd.San Ramon, CA 94582","San Ramon, CA 94582",San Ramon Valley Unified,(925) 479-1500(make sure to verify first before calling),97,"1,178",No,58
Galileo High School,"1150 Francisco St.San Francisco, CA 94109","San Francisco, CA 94109",San Francisco Unified,(415) 749-3430(make sure to verify first before calling),"1,890",97.3,"1,215",228
Gant Elementary School,"1854 Britton Dr.Long Beach, CA 90815","Long Beach, CA 90815",Long Beach Unified,(562) 430-3384(make sure to verify first before calling),587,22.0,105,16
Garden Gate Elementary School,"10500 Ann Arbor Ave.Cupertino, CA 95014","Cupertino, CA 95014",Cupertino Union,(408) 252-5414(make sure to verify first before calling),680,28.5,8,4
Garden Park Elementary School,"6562 Stanford Ave.Garden Grove, CA 92845","Garden Grove, CA 92845",Garden Grove Unified,(714) 663-6074(make sure to verify first before calling),85,258,No,51
Garden Road Elementary School,"14614 Garden Rd.Poway, CA 92064","Poway, CA 92064",Poway Unified,(858) 748-0230(make sure to verify first before calling),89,447,No,65
Gardenhill Elementary School,"14607 E. Gardenhill Dr.La Mirada, CA 90638","La Mirada, CA 90638",Norwalk-La Mirada Unified,(562) 944-6128(make sure to verify first before calling),758,27.0,287,51
Gardner Bullis Elementary School,"25890 Fremont Rd.Los Altos Hills, CA 94022","Los Altos Hills, CA 94022",Los Altos Elementary,(650) 559-3200(make sure to verify first before calling),99,352,No,3
Garfield Elementary School,"110 W. McLean St.Alhambra, CA 91801","Alhambra, CA 91801",Alhambra Unified,(626) 943-3380(make sure to verify first before calling),70,641,No,326
Genevieve Didion School,"6490 Harmon Dr.Sacramento, CA 95831","Sacramento, CA 95831",Sacramento City Unified,(916) 433-5039(make sure to verify first before calling),630,23.0,114,54
George B. Miller Elementary School,"7751 Furman Rd.La Palma, CA 90623","La Palma, CA 90623",Centralia Elementary,(714) 228-3270(make sure to verify first before calling),569,24.0,155,71
George C. Payne Elementary School,"3750 Gleason Ave.San Jose, CA 95130","San Jose, CA 95130",Moreland,(408) 874-3700(make sure to verify first before calling),84,624,No,164
George Washington Charter School,"45-768 Portola Ave.Palm Desert, CA 92260","Palm Desert, CA 92260",Desert Sands Unified,(760) 862-4350(make sure to verify first before calling),85,840,No,230
George White Elementary School,"25422 Chapparosa Park Dr.Laguna Niguel, CA 92677","Laguna Niguel, CA 92677",Capistrano Unified,(949) 249-3875(make sure to verify first before calling),616,20.0,94,19
Georgina P. Blach Junior High School,"1120 Covington Rd.Los Altos, CA 94024","Los Altos, CA 94024",Los Altos Elementary,(650) 934-3800(make sure to verify first before calling),99,512,No,11
Gerald F. Litel Elementary School,"3425 Eucalyptus Ave.Chino Hills, CA 91709","Chino Hills, CA 91709",Chino Valley Unified,(909) 591-1336(make sure to verify first before calling),83,540,No,131
Gerald R. Ford Elementary School,"44-210 Warner TrailIndian Wells, CA 92210","Indian Wells, CA 92210",Desert Sands Unified,(760) 772-4120(make sure to verify first before calling),83,804,No,264
Giannini (A.P.) Middle School,"3151 Ortega St.San Francisco, CA 94122","San Francisco, CA 94122",San Francisco Unified,(415) 759-2770(make sure to verify first before calling),"1,214",50.8,361,137
Gilroy Prep (A Navigator ) School,"277 I O O F Ave.Gilroy, CA 95020","Gilroy, CA 95020",Gilroy Unified,(408) 337-5445(make sure to verify first before calling),96,417,No,171
Girls Academic Leadership Academy (Gala) School,"1067 W. Blvd.Los Angeles, CA 90019",2017,Los Angeles Unified,(323) 900-4533(make sure to verify first before calling),Los Angeles Unified,No,,
Gisler (Robert) Elementary School,"18720 Las Flores St.Fountain Valley, CA 92708","Fountain Valley, CA 92708",Fountain Valley Elementary,(714) 378-4211(make sure to verify first before calling),533,20.0,82,22
Gladstone Elementary School,"1314 W. GladstoneSan Dimas, CA 91773","San Dimas, CA 91773",Bonita Unified,(909) 971-8204(make sure to verify first before calling),532,24.0,141,54
